id,real,previsto,confianca,sentimento_texto,categoria,quem_errou,nota,review
294,positive,negative,0.99952626,positive,sarcasmo_ironia,modelo,"Estrutura retorica (""You believe..."") elogia por contraste","You think the police are always right.<br /><br />You believe that ""eye-witnesses"" are always right.<br /><br />You believe the prosecutors will not take a case to court if lazy police have failed to perform 98% of a basic investigation.<br /><br />You believe a U.S. city might have a ""few bad apples"" in law enforcement, but that the ""good cops"" will quickly nip those who systematically engage in evil-for-evil's sake in the bud.<br /><br />You believe that the possibility of an ex-football lineman being instated as a detective solely because his dad is the county sheriff, and being allowed to beat ""confessions"" out of randomly-selected teenagers with absolutely no fear of negative consequences to himself could happen in the America of the 1930s, but not today.<br /><br />You believe a judge will NOT send a case to the jury if anyone with a brain in their head can see the defendant is a totally random passer-by nabbed by the police because it was hot, and they did not feel like working that day.<br /><br />You believe that all the innocent people imprisoned six months here or 20 years there are ""exceptions to the rule,"" and an injustice like this could NEVER involve your family member, someone in the middle class, or someone like YOU.<br /><br />You think that you are aware of every terrible, indisputable, 100% proved outrage of the last 10 years in America--yet you haven't seen this film."
83,positive,negative,0.99941385,positive,erro_modelo,modelo,"Descritivo + ""Wonderful location shooting""","Clara Bow (Hula Calhoun) is daughter of plantation owner Albert Gran (Bill Calhoun), who is mainly interested in playing cards and boozing with friends. She's interested in riding in the countryside until engineer Clive Brook (Anthony Haldane) shows up to build a dam. One of her father's friends Arlette Marchal (Mrs. Bane) then competes for his attentions. His wife Maude Truax (Margaret Haldane) shows up for the contrived finale.<br /><br />Lots of 'pre-code' elements like nude bathing.<br /><br />Wonderful location shooting in Hawaii."
320,positive,negative,0.9993449,ambiguo,critica_mista,ambiguo,"Fa critica camp mas ""when they get it right, they do""","The problem is that the movie rode in on the coattails of the 60's-created concept that comic books could only be done as ""camp"" (i.e., the 60's Batman show) for TV and movie. Thus you have combat sequences with subtitles (come on!), a cluelessly unromantic Doc Savage (he was uncomfortable around women in the pulps, not an idiot), Monk Mayfair in a nightsheet (a scene guaranteed to give you nightmares for several nights), and the totally hokey ending with the secondary bad guy encased in gold like a Herve Villechez posing for an Oscar statute. And when they're not doing booming Sousa march scores, the tinkly little ""funny"" music undercuts much of the drama.<br /><br />Even as such, this movie is...okay. It's fun, and when it stays serious it's a very accurate representation of the pulps. Except for Monk, as has been mentioned before: he's hugely muscled, not obese. And Long Tom, who is supposed to be a pale scrawny guy with an attitude, not Paul Gleason with an (inexplicable) scarf.<br /><br />The Green Death sequences, for instance, are remarkably gruesome and not something I'd recommend for children. But they are very close to the feel of the pulps. When the writers and producers get it right, they do get it right - I'll give them that.<br /><br />But if the producers had done Doc with the loving care and scripting of, say, Reeves' first two Superman movies, think what we might have had then. I think the problem is the movie's schizophrenic. There's a definite sense of trying to do a 30's homage, but they're also trying to give in to the ""heroes must be camp"" attitude that Batman created. One gets the impression there was a sober, pulp-style first draft and then someone came in and said, ""Hey, let's make it funny - it worked with the Batman show 8 years ago!""<br /><br />But Doc lives on, thanks to Earl MacRauch and Buckaroo Banzai. If MacRauch ain't doing a homage to Doc Savage in that movie, the man is truly demented. So when the series actually gets on TV (allegedly mid-season in '99-00), Doc Savage, updated to the 90's, will live once more."
311,positive,negative,0.9992693,positive,critica_mista,modelo,"Abre negativo, ""But..."" vira apreciacao","The filming is cheesy. Some of the actors overact. Some of the actions are unexplained and unexplainable. But...<br /><br />This movie is in the mode of the psychological dramas of the 50s.<br /><br />It is a morality play. Similar to the movie in which a ""method"" actor becomes the evil character he portrays on stage, Ed is forced to watch slasher movies because he is the film editor. It gives him a nervous breakdown which leads to a complete psychotic break.<br /><br />"
267,positive,negative,0.99926347,positive,truncamento,modelo,"Veredito positivo (""Essential viewing"") apos enorme digressao historica (>512 tokens)","After traveling around the world, it dawned on me that Australia really lacks one thing that other countries have: history.<br /><br />Fortunately or unfortunately, Australia wasn't establish following a war, it has not had a civil war and most of its political history is rather..... boring! Nothing ""big"" happened to mark some sort of turning point in Australia's history.... until the dismissal of the Whitlam government by the Governor-general of Australia - John Kerr.<br /><br />For those who are Australian, you can skip this paragraph and move onto the next. This is for the benefit of curious non-Australians! Australia was colonised by the British. As time went on, it became apparent that Australia was capable of standing on its own two feet. Accordingly, the UK granted Australia permission to establish its own parliaments, laws, courts and so on. The law and politics of Australia would no longer be provided directly from the British; rather, Australia would be run by Australians in their own right, even though the courts, precedents, parliament and so on is largely modeled on the British system. This shift was codified in the Australian Constitution. Despite the fact that the constitution lawfully establishes Australian governments, law-making procedures, courts (but for those who are curious - no bill of rights), their are two ""pro-crown"" sections that were included and remain there to this day. These are more or less regarded as the ""reserve powers of the Crown (king/queen of Great Britain)."" The first group of sections relates to the creation of the office of the Governor-general. Briefly, the governor-general is considered the Queen's chief representative in Australia and is described as the ""Executive"" branch of the Australian Government. When a piece of law is passed by the Australian parliament, the constitution states that it only becomes law when it is signed by the Governor-general. As such, the Govenor-general is regarded by some as nothing more than a rubber stamper performing an archaic and unnecessary constitutional function on behalf of the Crown. Theoretically, the Governor-general can refuse to sign a law passed by Australian parliament if he thinks fit. For instance, if parliament passed a law which allows the police to shoot dead any Australian over the age of 50 (hypothetically of course) then the GG could refuse to sign it and it would not become the law of the land. However, this power is theoretical and has (to date) never been exercised. By ""convention"" (which is the buzz word of the events leading to the dismissal), the Governor-general virtually acts at the behest of the Australian government and therefore, if the government passes law and the Prime Minister instructs the Governor-General to sign it, he will, almost always without question. In fact, by ""convention"" the Governor-General acts in accordance with the advice provided to him by the Prime Minister of the day (and the Prime Minister alone). The second aspect is section 64 of the constitution which states that the government ministers hold office at the Governor-general's ""pleasure."" Now the events of 1975 - covered in this film - gave rise to a precedent on this particular section: if the governor-general is somehow 'displeased' with the government and/or Prime Minister, it would appear that this section allows him to lawfully sack the government (which happened in 1975... hence the title of the film ""the dismissal."") Whether 'at the Governor-General's pleasure' can be construed as ""the unfettered right to dismiss"" is a contentious point though that led to rather heated exchanges amongst Australians at the time - especially considering that the governor-general is not elected by the people of Australia.<br /><br />Now that this background aspect is out of the way, let's get back to discussing the film. It was well made. The pace was patient, but didn't drag at all. The drama was well contained and very realistic. It didn't over-dramatise the events and most importantly, it did not present its point of view from one political perspective. On the contrary, I felt that it was fair and balanced, even though concluding text before the credits indicates that the film-makers probably didn't approve of the Governor-general's decision to dismiss the Whitlam government. But I wouldn't describe the film overall as bias in one direction or the other.<br /><br />In terms of accuracy, it was virtually spot on. The film-makers certainly did their homework and evidently read the books and writings from all the principle players concerned. There were a number of finer details that were somewhat skipped over, largely because they took a long time to explain and ultimately had little impact on the events of 1975, so I forgive them for that. Further, I think it was difficult to recreate the public sentiment of that post-Vietnam war era, but Noyce pretty much pulled it off.<br /><br />Finally, I was pleased that the film attempted to raise individual policies of both sides without becoming analytical, obsessive or judgmental over them. Moreover, any that we're raised, for example Connor's pipeline, had a great deal of relevance to the story. The film makers realised that their task was to tell the story of the events leading to the dismissal and not to present a political endorsement or opposition in relation to policies and viewpoints. This was smart because it meant that the film can't be accused of misrepresenting one side's policies.<br /><br />The dismissal is probably the most incredible piece of political history that has occurred in Australia in its short life. I am glad that it has been crystallized in celluloid. Essential viewing for any Australian."
286,positive,negative,0.9990527,ambiguo,critica_mista,ambiguo,"Quase so descricao de enredo, aside negativo menor","This movie was nominated for best picture but lost out to Casablanca but Paul Lukas beat out Humphrey Bogart for best actor. I don't see why Lucile Watson was nominated for best supporting actor, i just don't think she did a very good job. Bette Davis and Paul Lukas and their three kids are leaving Mexico and coming into the United States in the first scene of the movie. They are going by train to Davis's relatives house. Davis and Lukas were in the underground to stop the Nazis so they are very tired and need rest. But when they arrive home, their is a Nazi living there and their's not much either can do about it. It turns out the Nazi only cares about money and is willing to make a deal with Lukas. Their is more to the plot but you can find that out for yourself."
174,positive,negative,0.9981863,positive,erro_modelo,modelo,"Fa defende o filme apesar de ""I Hate"", ""makes me mad""","First off, I Hate Sci Fi Stuff, And Although This Movie got a little Sci Fi at times, That's Allright, Because At Least It Focused On Andre Toulon. In the last 3, Andre seemed to have kind of been Mentioned, but the Stories Never really focused on him, which made me mad. What also makes me mad is The Amount of 0's it Got on the Voting Chart. Give It a Rest People. If you saw this Movie and Liked it, Please vote for it. Please. What I Loved About this Movie is that It went back to Where it all started. When Andre first learned the Secret to Life. I would Recommend Renting this if you Have seen a Puppet Master Movie before and liked it. But not renting it if this is your First Time viewing one from the PM Collection, Mainly Because you might think all the Puppet Masters are as ""Dull"" as this one."
341,positive,negative,0.9977743,ambiguo,critica_mista,ambiguo,"""story was good"" mas trilha ""irked me""","I saw this on a Cantonese VCD with the English subtitles. I thought the story was good but there were times when some of the subcharacters were grossly over-acting. This took away from the film as did the fairly lame musical score, which really irked me throughout the entire movie. If the musical score was improved I could overlook the few overacted scenes. Then the film would be much, much better."
313,positive,negative,0.99776125,positive,critica_mista,modelo,"Notas negativas por segmento, mas veredito ""8... worth seeing""","10 respected directors each shot a short film with operatic arias as the inspiration (and music). I'll do each one separately:<br /><br />Nicolas Roeg (dir)--Giuseppe Verdi (music). A story about an assassination attempt in 1931 Vienna. Theresa Russell (Roegs wife) plays a man! Not bad--very beautiful and exotic. Russell is great.<br /><br />Charles Sturridge--Verdi. No story but there is some haunting black and white imagery that fits perfectly with the music.<br /><br />Jean-Luc Godard--Jean Baptiste Lully. Horrendous. Pointless, boring, no plot, no nothing. Filled with gratuitous female nudity. The worst!<br /><br />Julien Temple--Verdi. Buck Henry, Beverly D'Angelo and Anita Morris star in this funny, if obvious, story about a cheating couple. Pretty good.<br /><br />Bruce Beresford--Erich Korngold. Short, lush and romantic. Very good.<br /><br />Robert Altman--Jean-Philippe Rameau. Dull. A yawner.<br /><br />Fran Roddam--Richard Wagner. This has Bridget Fonda in her film debut. Beautifully done love story with a fairly explicit sex scene. <br /><br />Ken Russell--Giacomo Puccini. Really strange but OK.<br /><br />Derek Jarman--Gustave Chapentier. Lyrical look at youth and old age. Very sweet. <br /><br />The last is by Bill Bryden doing ""I Pagliacci"". He has John Hurt (!) dressed as a clown lip-syncing to Caruso (!!!).<br /><br />When this came out it almost got an X rating (for the abundant nudity and the sex scene). It was given an R with a strict warning attached saying the R rating would be heavily enforced. After the film bombed that warning disappeared.<br /><br />The idea isn't bad and 6 out of the 10 segments were worthwhile. Worth seeing even if you don't like opera. Just avoid the Godard segment. I'm giving it an 8."
274,positive,negative,0.9975799,positive,erro_modelo,modelo,"Defende o filme, ""Id love it""; enganado por ""cheesy""","I'm not sure if these other people saw the movie - some apparently couldn't follow the ""complicated plot"". He's a billionaire who owns an oil company who ALSO happens to big game hunt - wow - that's really far fetched. Any way - his new ""drilling machine"" happens to break through a glacier and on the other side is a world seperated from our own time where dinosaurs and cavemen wander around. Nothing ground breaking about this but it certainly isn't ludicrous. Anyway the rest of the movie is about this T-Rex they find (which the billionaire, Boone, claimed was there) hunting them and them hunting it. Look - it's an old made for TV movie - of course the special effects look cheesy - they didn't have CG - they did the best they could and for a MFTVM they did a hell of a job for the time. This movie should be remade for the big screen - I'd love it and I'd be the first one in line. Seeing that Dinosaur with modern day special effects stalking those guys would be great!"
144,positive,negative,0.9974541,ambiguo,critica_mista,ambiguo,"""very mixed bag"", recomendacao condicional","Victor Sjöström was quite the master in this film, having starred in it, directed it and even wrote the screenplay! That's pretty amazing. While today few have any idea who Sjöström was, he might be familiar to Ingmar Bergman fans as the star one of Bergman's most acclaimed films, WILD STRAWBERRIES.<br /><br />As far as this film goes, it's a very mixed bag. On one hand, you have to respect it because for 1921, it's a very good film. The idea of the Grim Reaper sitting down with a dead man to discuss his wasted life is pretty imaginative. Plus, the special effect of the Phantom Carriage is pretty convincing and technically speaking this is a well-crafted film. On the other hand, it's an amazingly dated and preachy film--more like something you'd expect to be shown in Sunday School instead of in an honest to goodness theater. Plus, some of the story elements just don't make sense. Instead of coming off as dedicated or good, the dying Salvation Army worker seems like a sap--a very sad and confusing sap. Why is she ""in love"" with this man? Am I missing something?<br /><br />So, my recommendation is that if you are insanely in love with silents (like me), then by all means watch it. But, if you aren't a silent fan, this film might do nothing to convince you that this style film is brilliant because the story is so overly melodramatic and dated."
61,positive,negative,0.9973374,ambiguo,critica_mista,ambiguo,"""important film; however... too contrived""","Epic early film, directed by D.W. Griffith. Mae Marsh, her little sister, and their dogs are orphaned - they must go to live with an uncle. Aboard their coach is young couple Lillian Gish and Robert Harron, celebrating the birth of their first child. The coach arrives in Elderbush Gluch. Marsh's uncle tells her she can't keep the dogs, and they are put out. There are Indians (Native Americans) nearby; and, Indians love to eat dog meat (no kidding?). These Indians are hungry! Lionel Barrymore is sympathetic to Ms. Marsh, desiring to help her recover the runaway dogs. While rescuing the puppies, an Indian is shot - resulting in a ""Cowboys vs. Indians"" confrontation.<br /><br />This ""Saga of the American West"" is certainly an important film; however, the reliable Griffith performers begin to overplay their hands, and the story is too contrived. Many of the Griffith elements are in place - some good, and a few bad. ""The Battle at Elderbush Gluch"" foreshadows the later epic, ""Birth of a Nation"". <br /><br />******* The Battle at Elderbush Gulch (3/28/14) D.W. Griffith ~ Mae Marsh, Robert Harron, Lillian Gish"
265,positive,negative,0.99709916,positive,erro_modelo,modelo,Refutacao ponto-a-ponto (cita criticas p/ rebater),"I felt it necessary to respond to the comments posted on the front page of this film's page because some of it was slightly misinformative.<br /><br />Originally I posted quotes from the original poster, but I wasn't sure if it was proper given that this is the ""comments"" index and not a message board (though we used to use 'em that way back before IMDb added the film message boards) so I will edit this to make it unnecessary.<br /><br />Well, first of all you may not be aware of this, but Gene Kelly first became famous for playing ""Pal Joey"" on Broadway in the original production. When Vincente Minnelli decided to make a Gershwin ""panorama"" film, he wanted Kelly's character to be more sophisticated than the ""goody two shoes"" roles he had been playing in most his films (with the exception of ""For Me and My Gal""). Alan Jay Lerner was instructed to construct a new story set in Paris based on the story of ""Pal Joey"". This gave Kelly a chance to play his famous role from Broadway even though Warners had outbid MGM for the rights to ""Pal Joey."" In my opinion, the WB film ""Pal Joey"" is a wreck, though Sinatra was suitable for the role, but other problems sunk the film (script changes and poor direction. ===================================================<br /><br />You complain that Kelly's pictures are not well done, even citing your art education to prove the point. But you miss the fact that Kelly's bad art was clearly designed to be bad, and it is necessary for the story/characters. The pictures are so bad, the audience knows that Kelly isn't ready for an exhibition. Even he knows it, though Milo has sort of sugared him up to the point where he almost believes her. But it's important that the audience not be sitting there saying ""but, he's a great artist, if he only had the chance!"". You want the audience to be fully aware of his deficiencies.<br /><br />Then you complain that he sabotages his interest in the show; again you are not understanding the structure of the story. He refuses because he doesn't want to feel like a gigolo, and because he knows he's not really ready for the exhibition. His enthusiasm for the exhibition is certainly not as great as ""Joey's"" enthusiasm to ""start a nightclub"". But it serves the same function in the plot. Remember, it's essential in ""Pal Joey"" (the play) that Joey gives up his nightclub after he realizes that he doesn't deserve it. Same with the art show. If Kelly's paintings were actually good, it would undermine this whole point. ===================================================<br /><br />Then you complain that Caron and Kelly have no ""chemistry"". I guess it's in the eye of the beholder. I agree, the chemistry between them is not as strong as it should be, but for me it was fine. Compare it to even worse ""forced"" romances like the one between Cary Grant and Sophia Loren in ""The Pride and the Passion"". ====================================================<br /><br />When you say that the big dance finale has nothing to do with anything else in this film, it just shows that you haven't dug beneath the surface of the film into its symbolism. Many elements in the dance sequence relate to the story and characters, and through the dance the plot is resolved through images and symbolism. It's about finding love, enjoying love, then losing love (he looks around and his love is gone). The movements of the symphony are constructed so that part of each dance scene mirrors a separate phase of Parisian Art and also a separate phase of their relationships. If you didn't' see that, it's not the movie's fault. It's certainly not a ""load of crap"". =================================================="
95,positive,negative,0.99680245,positive,erro_modelo,modelo,"""train wreck... but well worth the effort"" (veredito no fim)","One question that must be asked immediately is: Would this film have been made if the women in it were not the aunt and cousin of Jacqueline Lee Bouvier Kennedy Onassis?<br /><br />The answer is: Probably not.<br /><br />But, thankfully, they are (or were) the cousin and aunt of Jackie.<br /><br />This documentary by the Maysles brothers on the existence (one could hardly call it a life) of Edith B. Beale, Jr., and her daughter Edith Bouvier Beale (Edie), has the same appeal of a train wreck -- you don't want to look but you have to.<br /><br />Big Edith and Little Edie live in a once magnificent mansion in East Hampton, New York, that is slowly decaying around them. The once beautiful gardens are now a jungle.<br /><br />Magnificent oil painting lean against the wall (with cat feces on the floor behind them) and beautiful portraits of them as young women vie for space on the walls next to covers of old magazines.<br /><br />Living alone together for many years has broken down many barriers between the two women but erected others.<br /><br />Clothing is seems to be optional. Edie's favorite costume is a pair of shorts with panty hose pulled up over them and bits and pieces of cloth wrapped and pinned around her torso and head.<br /><br />As Edith says ""Edie is still beautiful at 56."" And indeed she is. There are times when she is almost luminescent and both women show the beauty that once was there.<br /><br />There is a constant undercurrent of sexual tension.<br /><br />Their eating habits are (to be polite) strange. Ice cream spread on crackers. A dinner party for Edith's birthday of Wonder Bread sandwiches served on fine china with plastic utensils.<br /><br />Time is irrelevant in their world; as Edie says ""I don't have any clocks.""<br /><br />Their relationships with men are oh-so-strange.<br /><br />Edie feels like Edith thwarted any of her attempts at happiness. She says ""If you can't get a man to propose to you, you might as well be dead."" To which Edith replies ""I'll take a dog any day.""<br /><br />It is obvious that Edith doesn't see her role in Edie's lack of male companionship. Early in the film she states ""France fell but Edie didn't.<br /><br />Sometimes it is difficult to hear exactly what is being said. Both women talk at the same time and constantly contradict each other.<br /><br />There is a strange relationship with animals throughout the film; Edie feeds the raccoons in the attic with Wonder Bread and cat food. The cats (and there are many of them) are everywhere.<br /><br />At one point Edie declares ""The hallmark of aristocracy is responsibility."" But they seem to be unable to take responsibility for themselves.<br /><br />This is a difficult film to watch but well worth the effort."
28,positive,negative,0.9963924,ambiguo,critica_mista,ambiguo,"Elogia animacao, mas ""original is better""","Lady and the Tramp II is very colourfully animated, and the songs, especially that of the Junkyard Dogs, are quite good. However, the family seems even too idyllic, and I can't help understanding that Scamp is discontented when everything is forbidden. However, I also pity Angel who never has had a loving family until she meets Jim dear and Darling.<br /><br />In any case, it's clear that the original Lady and the Tramp is better than this sequel."
243,positive,negative,0.9960622,ambiguo,nao_resenha,ambiguo,Nao e resenha: nota de erro de continuidade (goof),Goof: Factual error<br /><br />When Charlie walks out of the room to commit suicide he takes his gun with a silencer. After a few seconds we hear a loud bang from the same gun being fired.
198,positive,negative,0.9933975,positive,erro_modelo,modelo,"Elogia atuacoes; enganado por ""NOT for you"", ""unhip""","If you are among the IMDB audience that put High Fidelity in the all-time top 200, then this movie probably is NOT for you. This film is as unhip as Steve Frears is self-consciously hip. Renee Zellweger is excellent as a hip urbane magazine writer who returns to her suburban Bucks County nest in order to care for mother Streep (who delivers yet another hall-of-fame performance). William Hurt is ideally cast and the feckless, faithless, and egotistical husband. If this movie doesn't move you to cry and laugh, then you are much too hip to enjoy it."
280,positive,negative,0.99225944,positive,critica_mista,modelo,"""brilliant... really is funny"" com critica ao final","A lot of people don't think Dan Aykroyd is funny. This movie proves otherwise. Aykroyd is brilliant delivering his one-liners in this comedy. The only major problem with this is that it wastes far too much time near the end jumping back and forth from Aykroyd's character and the doctor who is pursuing him to prove he's a fraud. The doctor goes nuts like doctor Leo Marvin (Richard Dreyfuss) in ""What About Bob?"". The scenes where the doctor is desperately trying to get back to Los Angeles are silly, unbelievable, and unfunny. Other that this aspect the movie really is funny, especially the first half."
105,positive,negative,0.97821885,positive,erro_modelo,modelo,"""high rating... realistic""; enganado por enredo deprimente","This movie was more of a passage into manhood for one gay man, and how he must deal with everyone. His mother is depressed, his younger sister is a pain, his older sister is somewhat accepting. The relationship looks good with his boyfriend/exhooker and he leaves his family to try life with this first guy. Unfortunately, the new guy screws around on him and says it really didn't mean anything. Our young gay man goes bonkers and ends up in the looney bin and eventually leaves, dumping his new lover and starting over. We are left with him starting over and viewing, not participating, in happiness. So maybe things will go better for him in the future. The ending was kind of a downer but the whole movie was entirely realistic and so I will let this real ending slip bye with a high rating."
199,positive,negative,0.9700135,negative,rotulo_ruidoso,rotulo,"Texto negativo (""not good enough""); rotulo positivo discutivel","This is another film where the cinematography is the best thing to recommend it. That would be fine if the film were a travelogue, but as a dramatic exercise in cinematic artistry, that is not good enough. The theme of inter-species respect and co-operation ventures timidly into the forbidden world of inter-species love, but its approach is stereotypical, indicating a lack of understanding of the behavior motives of either species. As with many films, one always wonders what could have been achieved by a more innovative director and a more creative screenwriter. Alas, we probably will never know."
196,positive,negative,0.9692078,positive,erro_modelo,modelo,"Apreciativo; enganado por ""mad"", ""absurd"", ""dark irony""","""Fanfan la tulipe"" is still Gerard Philippe's most popular part and it began the swashbuckler craze which throve in the French cinema in the 1955-1965 years.It made Gina Lollobrigida a star (Lollobrigida and Philippe would team up again in René Clair""s ""Belles de nuit"" the same year.<br /><br />""Fanfan la tulipe"" is completely mad,sometimes verging on absurd .Henri Jeanson's witty lines -full of dark irony- were probably influenced by Voltaire and ""Candide"" .Antimilitarism often comes to the fore:""these draftees radiate joie de vivre -and joie de mourir when necessary (joy of life and joy of death)""""It becomes necessary to recruit men when the casualties outnumber the survivors"" ""You won the battle without the thousands of deaths you had promised me, king Louis XV complains,but no matter ,let's wait for the next time.""<br /><br />A voice over comments the story at the beginning and at the end and history is given a rough ride:height of irony,it's a genuine historian who speaks!<br /><br />Christian-Jaque directs the movie with gusto and he knows only one tempo :accelerated.<br /><br />Remake in 2003 with Vincent Perez and Penelope Cruz.I have not seen it but I do not think it had to be made in the first place."
173,positive,negative,0.9640178,ambiguo,critica_mista,ambiguo,"""lovely little B picture"" mas ""alas... lost interest""","A lovely little B picture with all the usual Joe Lewis touches.... people ripping up pillows and auras of lurking fear. Also, alas, an ending that comes out of nowhere, because, apparently, the auteur has lost interest in the movie, or perhaps because as a B picture it has to fit into a slot."
75,positive,negative,0.9563497,positive,so_bad_its_good,modelo,"""lot of fun for fans""; enganado por ""cheap and exploitative""","A pretty memorable movie of the animals-killing-people variety, specifically similar to ""Willard"" in that it stars an aging character actor (in this case, a step down a bit to the level of Les Tremayne, who puts in the only distinguished performance I've seen him give) in a role as a man whose life is unbalanced and who subsequently decides to use his animal friends to exact revenge on those who have wronged him. Yes, this is one of those movies where pretty much everybody is despicable, so that you will cheer when they die, and really the selection of actors, locations, etc. couldn't be better at giving the film an atmosphere of shabby decadence.<br /><br />Tremayne's character is ""Snakey Bender"", and he is certainly the most interesting thing about the movie: an aged snake collector who is obsessed with John Philip Souza's music. When the local preacher clamps down on his practice of collecting small animals from the local schoolchildren as bait for his snakes, and his friend gets married to a stripper (thus upsetting his ritual Wednesday night band concert) he goes on the rampage, in the process creating a memorable pile-up of clunkers beneath the cliff where he dumps the wrecks after disposing of their unfortunate owners. One amusing game you can play while watching ""Snakes"" is to place bets on which cars will land the farthest down the cliff.<br /><br />All in all, very cheap and exploitative, but will really be a lot of fun for fans of these kinds of movies."
